code,industry,industry_detail
SH600673,综合,综合
SZ300903,元件,印制电路板
SH603991,半导体,半导体材料
SH605178,建筑装饰,装饰园林
SZ001339,计算机设备,其他计算机设备
SH600336,白色家电,冰洗
SZ300573,化学制药,化学制剂
SZ002827,化学制品,民爆用品
SH688200,半导体,半导体设备
SH688060,计算机设备,其他计算机设备
SH601138,消费电子,消费电子零部件及组装
SH603665,服装家纺,鞋帽及其他
SH688486,半导体,数字芯片设计
SH600362,工业金属,铜
SZ300596,化学制品,其他化学制品
SZ301387,消费电子,消费电子零部件及组装
SZ301123,消费电子,消费电子零部件及组装
SH688228,IT服务,IT服务
SH605008,塑料制品,其他塑料制品
SH688518,自动化设备,激光设备
SZ301286,化学制品,其他化学制品
SZ301365,建筑装饰,工程咨询服务
SH603083,通信设备,通信终端及配件
SZ301128,专用设备,其他专用设备
SZ301234,医疗器械,医疗耗材
SH688247,化学制药,化学制剂
SH688775,消费电子,品牌消费电子
SZ300444,电网设备,输变电设备
SZ300867,环境治理,固废治理
SH688576,医疗器械,医疗耗材
SZ301678,半导体,半导体材料
SH688138,半导体,半导体材料
SH605177,化学制药,原料药
SH603012,专用设备,能源及重型设备
SH603657,白色家电,家电零部件
SH600490,工业金属,铜
SH688633,专用设备,能源及重型设备
SH688550,电子化学品,电子化学品
SH688159,通信设备,通信终端及配件
SZ300376,其他电源设备,其他电源设备
SZ300491,其他电源设备,其他电源设备
SH688369,软件开发,横向通用软件
SH603708,零售,百货零售
SH688472,光伏设备,光伏电池组件
SZ002772,种植业与林业,其他种植业
SH688590,软件开发,垂直应用软件
SZ300802,自动化设备,其他自动化设备
SZ000950,医药商业,医药流通
SH688598,光伏设备,光伏辅材
SH603826,非金属材料,非金属材料
SZ002531,风电设备,风电零部件
SZ002831,包装印刷,包装
SH600936,IT服务,IT服务
SH688035,电子化学品,电子化学品
SZ300909,光学光电子,面板
SH688110,半导体,数字芯片设计
SH688337,通用设备,仪器仪表
SH603353,石油加工贸易,油品石化贸易
SH688029,医疗器械,医疗耗材
SZ002173,医疗服务,医院
SZ301367,医疗器械,医疗设备
SZ002459,光伏设备,光伏电池组件
SH688399,医疗器械,体外诊断
SH603989,元件,被动元件
SZ301178,IT服务,IT服务
SH688199,化学制品,其他化学制品
SZ300042,计算机设备,其他计算机设备
SZ300452,化学制药,原料药
SH603439,中药,中药
SZ300298,医疗器械,医疗设备
SZ300757,自动化设备,其他自动化设备
SZ002028,电网设备,输变电设备
SH600237,元件,被动元件
SH603181,化学制品,其他化学制品
SZ300536,建筑装饰,装饰园林
SZ300400,自动化设备,其他自动化设备
SZ002675,化学制药,化学制剂
SH688139,医疗器械,医疗设备
SH688692,软件开发,横向通用软件
SH688260,消费电子,消费电子零部件及组装
SZ001389,元件,印制电路板
SZ300181,中药,中药
SZ300751,光伏设备,光伏加工设备
SH605488,塑料制品,膜材料
SZ300499,专用设备,其他专用设备
SH603520,化学制药,原料药
SZ301391,计算机设备,其他计算机设备
SH688227,IT服务,IT服务
SZ300984,通用设备,其他通用设备
SZ300194,化学制药,化学制剂
SZ002633,通用设备,金属制品
SZ000021,消费电子,消费电子零部件及组装
SH603067,化学原料,无机盐
SZ301258,化学制药,原料药
SH600774,化学制药,化学制剂
SH603040,汽车零部件,底盘与发动机系统
SH688363,美容护理,医疗美容
SH603444,游戏,游戏
SZ300009,生物制品,其他生物制品
SZ300512,专用设备,印刷包装机械
SZ002030,医疗器械,体外诊断
SZ300317,电力,新能源发电
SZ300601,生物制品,疫苗
SZ000597,化学制药,化学制剂
SZ000157,工程机械,工程机械
SH603063,风电设备,风电零部件
SZ300049,医疗器械,医疗设备
SZ300012,其他社会服务,专业服务
SZ002209,专用设备,印刷包装机械
SH603179,汽车零部件,汽车电子电气系统
SH688117,化学制药,化学制剂
SH688255,自动化设备,机器人
SH688579,软件开发,垂直应用软件
SZ002837,专用设备,其他专用设备
SZ300296,光学光电子,LED
SH603311,白色家电,家电零部件
SH688067,医疗器械,体外诊断
SZ002931,通用设备,金属制品
SZ301458,元件,被动元件
SZ301186,汽车零部件,其他汽车零部件
SZ301251,元件,印制电路板
SH605118,计算机设备,安防设备
SH605376,能源金属,镍
SZ300858,化学制品,食品及饲料添加剂
SZ002444,通用设备,其他通用设备
SH600860,通用设备,金属制品
SH688003,自动化设备,其他自动化设备
SH601021,机场航运,航空运输
SH688593,半导体,数字芯片设计
SH601689,汽车零部件,底盘与发动机系统
SZ300142,生物制品,疫苗
SH600812,化学制药,化学制剂
SZ000426,小金属,其他小金属
SH605058,元件,印制电路板
SH605007,造纸,造纸
SZ000533,电网设备,输变电设备
SH603676,化学制药,化学制剂
SH600521,化学制药,化学制剂
SH601163,汽车零部件,轮胎轮毂
SH600791,房地产,住宅开发
SZ300685,医疗器械,体外诊断
SH605133,汽车零部件,底盘与发动机系统
SZ000526,教育,教育
SH601601,保险,保险
SH603011,专用设备,其他专用设备
SH600732,光伏设备,光伏电池组件
SZ300145,通用设备,其他通用设备
SZ002788,医药商业,医药流通
SZ002993,消费电子,消费电子零部件及组装
SH603579,小家电,小家电
SH688350,化学制品,其他化学制品
SH603200,环境治理,水务及水治理
SZ300073,电池,电池化学品
SH688051,IT服务,IT服务
SZ301276,服装家纺,服装
SH688016,医疗器械,医疗耗材
SH688052,半导体,模拟芯片设计
SH600496,建筑装饰,专业工程
SZ301428,通信服务,通信应用增值服务
SZ301047,生物制品,其他生物制品
SZ002937,汽车零部件,汽车电子电气系统
SZ000739,化学制药,原料药
SH688103,其他电子,其他电子
SH688327,IT服务,IT服务
SZ300706,半导体,半导体材料
SH688095,软件开发,横向通用软件
SZ300321,塑料制品,其他塑料制品
SZ000415,多元金融,多元金融
SZ300788,文化传媒,出版
SZ301093,医疗器械,医疗耗材
SZ002568,饮料制造,其他酒类
SH688032,光伏设备,逆变器
SZ002920,汽车零部件,汽车电子电气系统
SH603222,医疗器械,医疗耗材
SH688310,自动化设备,其他自动化设备
SZ301278,光伏设备,光伏电池组件
SH600186,食品加工制造,调味发酵品
SH603170,食品加工制造,调味发酵品
SZ000801,黑色家电,其他黑色家电
SZ301486,消费电子,消费电子零部件及组装
SZ301110,互联网电商,互联网电商
SZ002806,汽车零部件,底盘与发动机系统
SH688581,医疗器械,医疗耗材
SH600060,黑色家电,彩电
SZ301202,通信设备,其他通信设备
SZ301389,消费电子,消费电子零部件及组装
SZ301297,半导体,半导体设备
SZ300534,中药,中药
SZ002541,建筑装饰,专业工程
SH688786,金属新材料,磁性材料
SZ301305,环境治理,固废治理
SZ301125,通用设备,其他通用设备
SH603360,农化制品,农药
SH603886,食品加工制造,休闲食品
SZ301306,其他社会服务,专业服务
SZ002745,光学光电子,LED
SZ002655,消费电子,消费电子零部件及组装
SZ002548,农产品加工,畜禽饲料
SZ300345,光伏设备,硅料硅片
SZ300006,化学制药,化学制剂
SH688368,半导体,模拟芯片设计
SH603713,物流,物流
SZ300626,电机,电机
SH688272,军工电子,军工电子
SH688449,半导体,数字芯片设计
SZ301499,汽车零部件,汽车电子电气系统
SH605319,汽车零部件,其他汽车零部件
SZ300471,专用设备,其他专用设备
SZ300676,医疗服务,其他医疗服务
SH600320,专用设备,能源及重型设备
SH601118,种植业与林业,其他种植业
SZ002281,通信设备,通信网络设备及器件
SZ300408,元件,被动元件
SZ300882,电网设备,电气自控设备
SZ300069,电网设备,线缆部件及其他
SH603755,食品加工制造,调味发酵品
SH600741,汽车零部件,车身附件及饰件
SZ002429,黑色家电,彩电
SZ300608,软件开发,垂直应用软件
SH600085,中药,中药
SZ000975,贵金属,贵金属
SZ300634,IT服务,IT服务
SH600302,专用设备,纺织服装设备
SZ301557,风电设备,风电零部件
SZ002815,元件,印制电路板
SH603061,半导体,半导体设备
SH600080,中药,中药
SH688037,半导体,半导体设备
SZ301617,化学制品,其他化学制品
SZ000888,旅游及酒店,自然景点
SH603667,通用设备,金属制品
SZ002412,中药,中药
SZ000006,房地产,住宅开发
SZ002010,物流,物流
SH688388,电池,锂电池
SH603058,包装印刷,包装
SH688533,汽车零部件,汽车电子电气系统
SH688098,养殖业,动物保健
SZ300880,电网设备,电气自控设备
SZ002970,计算机设备,其他计算机设备
SZ002262,化学制药,化学制剂
SZ000566,化学制药,化学制剂
SH688186,风电设备,风电零部件
SZ300231,IT服务,IT服务
SZ000636,元件,被动元件
SZ300046,半导体,分立器件
SH600869,电网设备,线缆部件及其他
SH603151,农产品加工,畜禽饲料
SZ301089,化学制药,原料药
SH688557,通用设备,其他通用设备
SZ300439,医疗器械,体外诊断
SZ300272,小家电,小家电
SH603192,化学制品,聚氨酯
SH603049,汽车零部件,轮胎轮毂
SZ002178,软件开发,垂直应用软件
SZ300508,计算机设备,其他计算机设备
SZ301330,计算机设备,安防设备
SZ300121,橡胶制品,其他橡胶制品
SZ300383,通信服务,通信应用增值服务
SH603409,汽车零部件,车身附件及饰件
SH688578,化学制药,化学制剂
SZ300637,化学制品,其他化学制品
SH600378,化学制品,氟化工
SH603966,专用设备,能源及重型设备
SZ301061,家居用品,成品家居
SH688028,通用设备,磨具磨料
SH601126,电网设备,电气自控设备
SH688278,生物制品,其他生物制品
SZ301687,塑料制品,膜材料
SH688161,医疗器械,医疗耗材
SZ002664,汽车零部件,汽车电子电气系统
SZ002965,汽车零部件,其他汽车零部件
SZ003002,化学制品,民爆用品
SZ301590,其他电源设备,其他电源设备
SH688510,军工装备,航空装备
SZ300463,医疗器械,体外诊断
SH688605,半导体,半导体设备
SZ300318,生物制品,血液制品
SZ300507,汽车零部件,底盘与发动机系统
SH600352,化学制品,纺织化学用品
SZ000960,小金属,其他小金属
SZ300473,汽车零部件,其他汽车零部件
SH688259,半导体,数字芯片设计
SZ002261,软件开发,垂直应用软件
SZ300654,文化传媒,出版
SH603668,农产品加工,水产饲料
SZ000705,医药商业,医药流通
SZ300833,专用设备,其他专用设备
SZ301488,汽车零部件,汽车电子电气系统
SH600482,其他电源设备,其他电源设备
SH688615,软件开发,垂直应用软件
SH688678,消费电子,消费电子零部件及组装
SZ300227,自动化设备,激光设备
SH603187,通用设备,制冷空调设备
SH688669,塑料制品,改性塑料
SZ300803,软件开发,垂直应用软件
SH600595,工业金属,铝
SZ300791,食品加工制造,其他食品
SH603002,电子化学品,电子化学品
SH688366,医疗器械,医疗耗材
SH601137,金属新材料,其他金属新材料
SH605318,建筑材料,其他建材
SH688160,自动化设备,工控设备
SH688595,半导体,数字芯片设计
SZ300681,汽车零部件,汽车电子电气系统
SH688244,软件开发,横向通用软件
SH601777,汽车整车,乘用车
SZ301256,化学原料,无机盐
SH688549,电子化学品,电子化学品
SZ300580,汽车零部件,底盘与发动机系统
SH688380,半导体,数字芯片设计
SH688733,电池,电池化学品
SZ300740,美容护理,化妆品
SZ002361,塑料制品,合成树脂
SZ300918,纺织制造,其他纺织
SZ300570,通信设备,通信网络设备及器件
SH601319,保险,保险
SZ300236,电子化学品,电子化学品
SZ000923,钢铁,冶钢原料
SZ000811,通用设备,制冷空调设备
SH603456,医疗服务,医疗研发外包
SZ301095,软件开发,垂直应用软件
SH603556,电网设备,电气自控设备
SZ300294,生物制品,血液制品
SZ300969,汽车零部件,其他汽车零部件
SZ300316,光伏设备,光伏加工设备
SH688135,半导体,集成电路封测
SZ301105,专用设备,印刷包装机械
SZ301500,环境治理,固废治理
SZ002056,光伏设备,光伏电池组件
SH605089,食品加工制造,预加工食品
SZ301555,塑料制品,合成树脂
SH605086,非金属材料,非金属材料
SZ002159,旅游及酒店,自然景点
SZ002757,专用设备,其他专用设备
SZ300824,小家电,小家电
SZ002864,中药,中药
SZ002522,塑料制品,膜材料
SZ300519,中药,中药
SH688767,医疗器械,体外诊断
SZ300097,自动化设备,其他自动化设备
SZ002380,IT服务,IT服务
SZ002759,电池,电池化学品
SZ301529,汽车零部件,车身附件及饰件
SH688551,其他电源设备,其他电源设备
SZ300913,通信设备,通信线缆及配套
SZ002801,电机,电机
SH688530,半导体,半导体材料
SH600633,游戏,游戏
SZ001308,光学光电子,面板
SZ301331,中药,中药
SZ002229,包装印刷,印刷
SH603528,软件开发,垂直应用软件
SH603110,化学制品,涂料油墨
SZ300084,专用设备,能源及重型设备
SZ002840,食品加工制造,肉制品
SZ301348,半导体,集成电路封测
SZ301268,通用设备,金属制品
SZ300748,金属新材料,磁性材料
SZ000603,工业金属,铅锌
SZ301203,环境治理,水务及水治理
SH600821,电力,新能源发电
SZ002284,汽车零部件,底盘与发动机系统
SZ300406,医疗器械,体外诊断
SZ301608,汽车零部件,汽车电子电气系统
SZ001268,白色家电,家电零部件
SZ300881,钢铁,特钢
SZ000915,化学制药,化学制剂
SH688212,医疗器械,医疗设备
SZ300985,通用设备,金属制品
SH600619,白色家电,家电零部件
SZ301668,电网设备,输变电设备
SZ300369,软件开发,横向通用软件
SH688435,软件开发,横向通用软件
SZ002886,塑料制品,改性塑料
SH688403,半导体,集成电路封测
SH688077,金属新材料,磁性材料
SZ301217,电池,锂电池
SH603079,化学制品,食品及饲料添加剂
SZ000630,工业金属,铜
SZ002064,化学纤维,氨纶
SZ002434,汽车零部件,底盘与发动机系统
SH688188,自动化设备,工控设备
SZ300249,计算机设备,其他计算机设备
SH603172,化学制品,纺织化学用品
SZ002997,汽车零部件,其他汽车零部件
SZ301041,元件,印制电路板
SZ301397,汽车零部件,底盘与发动机系统
SZ002301,家居用品,文娱用品
SZ300517,建筑装饰,专业工程
SH688173,半导体,模拟芯片设计
SZ300151,专用设备,其他专用设备
SH688165,自动化设备,机器人
SZ002637,化学制品,其他化学制品
SZ001207,橡胶制品,炭黑
SZ002951,其他电源设备,其他电源设备
SH603859,IT服务,IT服务
SH688519,元件,印制电路板
SZ301115,其他社会服务,专业服务
SH600429,饮料制造,乳品
SZ002947,消费电子,消费电子零部件及组装
SZ000963,化学制药,化学制剂
SZ000989,中药,中药
SH600798,港口航运,航运
SZ300039,中药,中药
SH603051,化学制品,其他化学制品
SZ002589,医药商业,医药流通
SZ301372,环境治理,水务及水治理
SH600114,通用设备,金属制品
SZ300357,生物制品,其他生物制品
SZ300560,通信服务,通信工程及服务
SZ300492,教育,教育
SH688030,软件开发,横向通用软件
SZ300263,通用设备,其他通用设备
SZ300753,医疗器械,医疗设备
SZ300957,美容护理,化妆品
SZ002952,光学光电子,面板
SH688389,医疗器械,体外诊断
SZ300030,医疗器械,医疗设备
SZ002004,化学制药,化学制剂
SH600267,化学制药,化学制剂
SH688026,医疗器械,医疗耗材
SZ300588,计算机设备,安防设备
SH688469,半导体,集成电路制造
SH688357,化学制品,其他化学制品
SH603289,专用设备,其他专用设备
SZ301366,元件,印制电路板
SH603915,通用设备,金属制品
SH688358,医疗器械,医疗设备
SZ002623,光伏设备,光伏辅材
SH601958,小金属,钼
SH603697,食品加工制造,休闲食品
SH603091,家居用品,其他家居用品
SZ002436,元件,印制电路板
SZ002138,元件,被动元件
SZ002452,电网设备,输变电设备
SH603212,光伏设备,光伏辅材
SH688058,软件开发,横向通用软件
SZ300384,建筑装饰,专业工程
SZ300604,半导体,半导体设备
SH688089,化学制品,食品及饲料添加剂
SZ301335,家居用品,文娱用品
SZ301525,通用设备,制冷空调设备
SH601179,电网设备,输变电设备
SZ002929,通信服务,通信工程及服务
SH688623,自动化设备,其他自动化设备
SZ300026,中药,中药
SZ001331,燃气,燃气
SZ301182,消费电子,消费电子零部件及组装
SH605369,医疗器械,医疗耗材
SH603688,非金属材料,非金属材料
SZ300613,半导体,数字芯片设计
SZ300430,自动化设备,其他自动化设备
SZ301156,化学制品,食品及饲料添加剂
SH688408,光伏设备,光伏辅材
SH600226,电力,热力
SZ002533,电网设备,线缆部件及其他
SH603207,化学制药,化学制剂
SH688130,半导体,模拟芯片设计
SH688478,半导体,半导体设备
SZ300401,化学制药,原料药
SH603739,化学制品,食品及饲料添加剂
SH600389,农化制品,农药
SZ300767,橡胶制品,其他橡胶制品
SH688626,医疗器械,医疗设备
SZ002901,医疗器械,医疗耗材
SZ300686,消费电子,消费电子零部件及组装
SZ002042,纺织制造,棉纺
SZ002707,旅游及酒店,旅游综合
SH688080,通信设备,其他通信设备
SZ002871,通用设备,金属制品
SZ300393,光伏设备,光伏电池组件
SZ002863,汽车零部件,轮胎轮毂
SZ002355,汽车零部件,轮胎轮毂
SZ002298,电网设备,输变电设备
SZ002102,化学制药,原料药
SH688707,电池,电池化学品
SH688793,小家电,小家电
SZ300701,光学光电子,光学元件
SH603031,电池,其他电池
SZ001358,化学制品,其他化学制品
SZ300248,IT服务,IT服务
SZ002111,军工装备,航空装备
SZ002938,元件,印制电路板
SZ000880,通用设备,其他通用设备
SZ300709,消费电子,消费电子零部件及组装
SH688155,电池,锂电池
SZ001390,纺织制造,其他纺织
SZ300818,专用设备,能源及重型设备
SH600578,电力,火电
SZ301283,化学制品,其他化学制品
SH603369,白酒,白酒
SZ300448,IT服务,IT服务
SH688039,IT服务,IT服务
SZ300650,其他电子,其他电子
SZ300099,专用设备,能源及重型设备
SZ002493,石油加工贸易,石油加工
SZ300509,专用设备,印刷包装机械
SZ300963,金属新材料,其他金属新材料
SZ002335,其他电源设备,其他电源设备
SH688335,环保设备,环保设备
SZ301219,能源金属,钴
SZ300695,汽车零部件,轮胎轮毂
SZ000410,通用设备,机床工具
SZ001205,港口航运,航运
SH603386,元件,印制电路板
SZ300127,金属新材料,磁性材料
SZ002925,消费电子,消费电子零部件及组装
SZ301631,汽车零部件,汽车电子电气系统
SZ301007,汽车零部件,底盘与发动机系统
SH688727,半导体,半导体材料
SH600348,煤炭开采加工,煤炭开采
SZ300170,IT服务,IT服务
SZ301173,汽车零部件,车身附件及饰件
SH688573,电池,锂电专用设备
SH603901,专用设备,印刷包装机械
SZ300653,医疗器械,医疗耗材
SZ000878,工业金属,铜
SZ300310,通信服务,通信工程及服务
SH600446,IT服务,IT服务
SZ300916,消费电子,消费电子零部件及组装
SH688528,通用设备,仪器仪表
SH688004,IT服务,IT服务
SH688671,环保设备,环保设备
SH603348,汽车零部件,其他汽车零部件
SH600848,房地产,产业地产
SH688114,医疗器械,医疗设备
SH603800,专用设备,其他专用设备
SZ300873,物流,物流
SZ002029,服装家纺,服装
SZ300119,养殖业,动物保健
SZ300844,建筑装饰,工程咨询服务
SZ301129,通用设备,仪器仪表
SZ300412,专用设备,其他专用设备
SH688318,软件开发,垂直应用软件
SH603658,医疗器械,体外诊断
SZ000661,生物制品,其他生物制品
SZ300314,医疗器械,医疗设备
SZ300861,通用设备,磨具磨料
SH688458,半导体,模拟芯片设计
SH688085,医疗器械,医疗耗材
SZ000528,工程机械,工程机械
SZ300092,专用设备,能源及重型设备
SZ301065,化学制药,原料药
SZ301118,化学原料,其他化学原料
SZ301512,自动化设备,其他自动化设备
SH688027,通信设备,通信终端及配件
SZ300828,通用设备,金属制品
SH603799,能源金属,钴
SZ000411,医药商业,医药流通
SH688277,医疗器械,医疗设备
SZ000503,软件开发,垂直应用软件
SH603717,养殖业,生猪养殖
SH603885,机场航运,航空运输
SZ300545,光学光电子,面板
SZ300214,化学制品,其他化学制品
SH603929,建筑装饰,专业工程
SZ301282,元件,印制电路板
SH603335,汽车零部件,轮胎轮毂
SH600486,农化制品,农药
SH603082,通用设备,其他通用设备
SZ002797,证券,证券
SH688093,其他电子,其他电子
SH688281,军工装备,航空装备
SZ301270,软件开发,横向通用软件
SZ300602,消费电子,消费电子零部件及组装
SH600657,房地产,住宅开发
SH688088,IT服务,IT服务
SZ003021,电机,电机
SZ300415,专用设备,其他专用设备
SH688396,半导体,集成电路制造
SZ300293,专用设备,其他专用设备
SH688531,专用设备,其他专用设备
SZ300645,计算机设备,其他计算机设备
SZ000807,工业金属,铝
SZ002090,电网设备,电气自控设备
SZ002206,化学纤维,涤纶
SH688680,光伏设备,光伏辅材
SZ300487,塑料制品,合成树脂
SH688456,金属新材料,其他金属新材料
SH688061,半导体,模拟芯片设计
SZ300915,饮料制造,乳品
SZ002449,光学光电子,LED
SZ300812,消费电子,消费电子零部件及组装
SZ300955,美容护理,化妆品
SH605218,光学光电子,面板
SZ002885,其他电子,其他电子
SZ300721,化学制品,其他化学制品
SH600415,零售,商业物业经营
SH603169,专用设备,能源及重型设备
SH601108,证券,证券
SZ301192,汽车零部件,底盘与发动机系统
SZ300973,食品加工制造,休闲食品
SH600589,IT服务,IT服务
SZ000952,化学制药,原料药
SH688078,软件开发,垂直应用软件
SH603322,IT服务,IT服务
SZ000776,证券,证券
SZ000513,化学制药,化学制剂
SZ301419,通信设备,通信网络设备及器件
SZ002632,塑料制品,膜材料
SZ300787,消费电子,消费电子零部件及组装
SZ002156,半导体,集成电路封测
SH603108,医药商业,医药流通
SH603088,通用设备,机床工具
SZ002549,环境治理,大气治理
SZ300531,计算机设备,其他计算机设备
SZ000678,汽车零部件,底盘与发动机系统
SZ300859,旅游及酒店,自然景点
SZ301073,旅游及酒店,酒店
SZ002287,中药,中药
SZ301187,小家电,小家电
SH688798,半导体,模拟芯片设计
SZ300319,元件,被动元件
SZ300331,光学光电子,光学元件
SZ301122,医疗器械,医疗耗材
SH688584,半导体,半导体材料
SZ002638,光学光电子,LED
SZ301510,自动化设备,工控设备
SZ300500,建筑装饰,工程咨询服务
SZ300598,软件开发,垂直应用软件
SH603926,汽车零部件,底盘与发动机系统
SH603390,汽车零部件,汽车电子电气系统
SH600278,贸易,贸易
SH688589,半导体,数字芯片设计
SZ300607,自动化设备,机器人
SZ301662,电池,锂电专用设备
SH600469,汽车零部件,轮胎轮毂
SZ002394,纺织制造,棉纺
SZ002723,光学光电子,LED
SH600684,房地产,房地产服务
SH600380,化学制药,化学制剂
SH603630,美容护理,化妆品
SZ301238,电池,电池化学品
SH600301,小金属,其他小金属
SZ301166,生物制品,其他生物制品
SZ300656,其他电子,其他电子
SH688409,半导体,半导体设备
SH688301,医疗器械,医疗设备
SH600826,其他社会服务,专业服务
SH603237,食品加工制造,预加工食品
SZ300633,医疗器械,医疗设备
SH603135,专用设备,能源及重型设备
SZ300800,环保设备,环保设备
SH688002,军工电子,军工电子
SH688286,半导体,模拟芯片设计
SZ301042,计算机设备,安防设备
SZ301318,计算机设备,安防设备
SH688686,自动化设备,其他自动化设备
SH600960,汽车零部件,底盘与发动机系统
SH688391,半导体,模拟芯片设计
SZ002634,服装家纺,服装
SH600667,建筑装饰,工程咨询服务
SH600126,钢铁,普钢
SH603235,化学制药,原料药
SH688216,半导体,集成电路封测
SZ002631,家居用品,瓷砖地板
SZ002009,专用设备,其他专用设备
SZ000725,光学光电子,面板
SZ300727,化学制品,有机硅
SZ301228,其他社会服务,专业服务
SH688596,专用设备,其他专用设备
SZ300643,汽车零部件,其他汽车零部件
SH600346,石油加工贸易,石油加工
SZ002134,元件,印制电路板
SH600236,电力,水电
SZ300816,汽车零部件,其他汽车零部件
SH603613,互联网电商,互联网电商
SZ300698,通信设备,通信网络设备及器件
SH603629,消费电子,消费电子零部件及组装
SZ301479,光学光电子,光学元件
SZ002796,通信设备,通信网络设备及器件
SH600259,小金属,稀土
SZ301062,包装印刷,包装
SZ300078,IT服务,IT服务
SH600751,港口航运,航运
SH688152,软件开发,横向通用软件
SZ002979,自动化设备,机器人
SH688082,半导体,半导体设备
SH603871,物流,物流
SZ300352,软件开发,横向通用软件
SH688433,通用设备,其他通用设备
SZ300493,其他电子,其他电子
SH688101,环境治理,水务及水治理
SH600715,影视院线,影视院线
SH603317,食品加工制造,调味发酵品
SH688665,通用设备,仪器仪表
SZ000931,化学制药,化学制剂
SH688162,专用设备,其他专用设备
SH688507,软件开发,垂直应用软件
SH688261,半导体,分立器件
SZ301106,光学光电子,面板
SZ000035,环境治理,固废治理
SZ002511,美容护理,个护用品
SH600363,消费电子,消费电子零部件及组装
SZ301148,环境治理,水务及水治理
SZ001259,小家电,小家电
SH688609,黑色家电,其他黑色家电
SH688209,半导体,模拟芯片设计
SZ300815,环境治理,固废治理
SZ300713,其他电源设备,其他电源设备
